Scale
0.06478109205762435
0.06768713597858271
0.052339446327690414
0.05159409767650109
0.052793800402901166
0.039010967426349345
0.05323817754431772
0.019918535579703283
0.040399656021168774
0.0
0.0
0.05308900217256124
0.026305360782626575
0.11213960573508855
0.0
0.0
0.0
0.0
0.0
0.0
0.031270079299670295
0.031183604259605504
0.02657415388757682
0.04322758504362733
0.08284919371371802
0.0
0.03099193884174757
0.0676999071631173
0.10309188012269996
0.05343454976996827
0.05280702612268529
0.01827945874157077
0.02998315051881869
0.0
0.018974851756124428
0.02231048846404959
0.018040707376857878
0.023605156267845866
0.07473908305832777
0.07996613274346048
0.07142927551714438
0.03133819940358393
0.018967419738984026
0.012142671533449416
0.011823745460110353
0.01188191877446658
0.04172786231541315
0.13910761154855644
0.04730778001040771
0.050606595962504525
0.02184704104440741
0.040054466062952404
0.05355871985233218
0.05133682635944793
0.019694051724811944
0.015059121962232504
0.03358102811608518
0.027313875875040985
0.015426817223146674
0.03736887402238821
0.020021665845044237
0.011286363888511267
0.02764025063958158
0.02833803007843853
0.021081262152030048
0.021075194904456238
0.04783965677916641
0.02760108788031815
0.027563219551628004
0.018882556728393115
0.018847498818167586
0.036026826151181385
0.03600441054029119
0.025192808753049935
0.025170004502913804
0.03407783404558278
0.035295656537683864
0.016380254101640197
0.018392429558282263
